state,gender,education,customer lifetime value,income,monthly premium auto,number of open complaints,policy type,vehicle class,total claim amount
Oregon,Male,Master,16531.7038,75526.0,103.0,1,Personal Auto,Four-Door Car,494.4
Washington,Male,Bachelor,3059.2821000000004,65083.0,77.0,0,Personal Auto,Four-Door Car,369.6
Nevada,Male,High School or Below,5437.4437,28343.0,69.0,0,Personal Auto,Two-Door Car,331.2
California,Male,Bachelor,5103.2966,74948.0,64.0,0,Corporate Auto,Four-Door Car,216.744457
Oregon,Male,High School or Below,4583.1009,22728.0,116.0,0,Personal Auto,Four-Door Car,556.8
California,Female,High School or Below,6409.6275,0.0,99.0,2,Personal Auto,Two-Door Car,712.8
California,Female,High School or Below,8991.984499999999,17331.0,117.0,0,Personal Auto,SUV,1138.255325
California,Female,College,12232.7763,35133.0,102.0,0,Personal Auto,SUV,692.962785
Nevada,Female,College,5126.0389000000005,63147.0,64.0,0,Personal Auto,Four-Door Car,87.565229
California,Female,College,11014.163600000002,67575.0,91.0,0,Personal Auto,Four-Door Car,401.60781
Oregon,Male,High School or Below,3819.6195000000002,0.0,111.0,0,Personal Auto,Two-Door Car,799.2
California,Female,High School or Below,8404.3951,48315.0,71.0,0,Personal Auto,Four-Door Car,340.8
Arizona,Female,High School or Below,9035.6711,34337.0,113.0,0,Corporate Auto,Four-Door Car,542.4
Oregon,Male,High School or Below,5453.7076,33818.0,72.0,4,Personal Auto,Four-Door Car,341.878002
California,Female,High School or Below,3766.3666,22439.0,98.0,0,Personal Auto,Four-Door Car,470.4
Oregon,Female,College,7283.934399999999,79055.0,186.0,1,Personal Auto,Luxury SUV,177.635183
Nevada,Female,College,2745.2497999999996,45191.0,69.0,0,Personal Auto,Four-Door Car,330.782934
California,Male,Bachelor,2626.2794,41990.0,66.0,0,Personal Auto,Four-Door Car,316.8
Oregon,Female,Master,2456.8166,50979.0,61.0,1,Personal Auto,Two-Door Car,262.842655
Oregon,Female,College,8453.6777,59888.0,106.0,0,Personal Auto,Four-Door Car,712.682559
California,Male,College,3508.5695,20978.0,98.0,1,Personal Auto,Four-Door Car,1176.2788
California,Male,High School or Below,2877.3543,32807.0,73.0,0,Personal Auto,Four-Door Car,350.4
Nevada,Male,College,7840.1658,58414.0,210.0,2,Personal Auto,Luxury SUV,1008.0
Arizona,Female,College,2771.045,50071.0,71.0,0,Corporate Auto,Two-Door Car,18.918935
Nevada,Female,High School or Below,5339.4883,67796.0,69.0,4,Personal Auto,Four-Door Car,331.2
Washington,Male,College,8092.8769999999995,50825.0,102.0,0,Personal Auto,SUV,369.614729
Washington,Female,High School or Below,8646.5041,64125.0,108.0,0,Corporate Auto,SUV,369.818708
Oregon,Male,Bachelor,5659.238399999999,69387.0,71.0,0,Personal Auto,Four-Door Car,71.517444
Oregon,Male,Doctor,5532.4623,29084.0,71.0,1,Corporate Auto,Four-Door Car,492.088331
Oregon,Male,Bachelor,7943.5133,60214.0,100.0,1,Corporate Auto,Sports Car,291.287905
Oregon,Male,High School or Below,9774.6058,96018.0,122.0,0,Personal Auto,SUV,390.88142
Washington,Female,High School or Below,4067.0046999999995,28466.0,102.0,0,Personal Auto,SUV,371.802628
California,Female,High School or Below,23208.3942,60233.0,116.0,0,Personal Auto,Two-Door Car,481.265179
Oregon,Male,Bachelor,7325.8927,52920.0,93.0,0,Personal Auto,Four-Door Car,1101.05432
California,Male,Bachelor,4170.3407,90310.0,104.0,0,Personal Auto,SUV,166.355491
California,Male,College,7840.1658,58414.0,210.0,2,Special Auto,Luxury SUV,1008.0
Washington,Female,Doctor,8875.9655,69205.0,110.0,0,Personal Auto,Four-Door Car,372.362565
Oregon,Male,High School or Below,19378.9078,21159.0,73.0,0,Personal Auto,Four-Door Car,350.4
Washington,Male,College,5970.9956999999995,64008.0,85.0,5,Personal Auto,Four-Door Car,372.893812
Arizona,Female,Bachelor,9148.8779,68236.0,114.0,0,Personal Auto,SUV,20.725611
Arizona,Female,High School or Below,13770.976200000001,59207.0,116.0,0,Personal Auto,Four-Door Car,556.8
Washington,Female,High School or Below,20096.8934,92766.0,71.0,0,Personal Auto,Two-Door Car,379.029102
Arizona,Male,High School or Below,5821.684300000001,77563.0,143.0,0,Personal Auto,Sports Car,545.999699
Arizona,Female,College,3095.8034000000002,33415.0,78.0,0,Personal Auto,Four-Door Car,374.4
California,Female,Bachelor,10598.5425,20179.0,133.0,1,Corporate Auto,SUV,638.4
California,Male,Bachelor,7695.1230000000005,50147.0,101.0,0,Personal Auto,SUV,484.8
Washington,,Bachelor,3041.7915999999996,13789.0,79.0,0,Personal Auto,Four-Door Car,379.2
Oregon,Male,Master,8689.8225,0.0,99.0,5,Personal Auto,Four-Door Car,475.2
Nevada,Female,High School or Below,8131.779200000001,93715.0,102.0,2,Personal Auto,SUV,254.83769
Oregon,Male,High School or Below,3815.3215999999998,23540.0,103.0,2,Corporate Auto,Two-Door Car,494.4
California,Female,College,11638.8995,25370.0,102.0,0,Personal Auto,Sports Car,489.6
Nevada,Female,Bachelor,22800.5354,68771.0,96.0,0,Personal Auto,Four-Door Car,276.268778
California,Female,Bachelor,4462.997,0.0,73.0,3,Special Auto,Two-Door Car,350.4
Oregon,Female,College,13151.832,68562.0,108.0,0,Personal Auto,SUV,228.498823
Arizona,Male,High School or Below,14019.9755,36733.0,71.0,0,Personal Auto,Four-Door Car,327.078047
Nevada,Female,College,2931.1552,45768.0,73.0,0,Personal Auto,Two-Door Car,191.934494
California,Female,Bachelor,4774.7517,0.0,64.0,0,Personal Auto,Four-Door Car,307.2
Arizona,Male,Master,8471.4175,63513.0,70.0,0,Personal Auto,Four-Door Car,185.667213
Arizona,Female,College,5431.2191,58161.0,68.0,0,Corporate Auto,Four-Door Car,140.747286
Nevada,Female,College,5689.6441,83640.0,70.0,0,Corporate Auto,Two-Door Car,471.050488
California,Female,Master,3686.7238,0.0,96.0,0,Personal Auto,Two-Door Car,28.460568
California,Male,Bachelor,3992.5839,0.0,111.0,0,Personal Auto,SUV,700.349052
Washington,Male,High School or Below,,0.0,104.0,0,Personal Auto,Two-Door Car,499.2
Arizona,Male,Master,,0.0,66.0,0,Personal Auto,Two-Door Car,3.468912
Nevada,Female,Bachelor,,25820.0,82.0,0,Personal Auto,Four-Door Car,393.6
California,Female,High School or Below,,0.0,121.0,0,Personal Auto,SUV,699.615192
California,Male,High School or Below,,30366.0,101.0,2,Personal Auto,SUV,484.8
Arizona,Male,College,,51789.0,70.0,0,Personal Auto,Four-Door Car,336.0
Oregon,Male,Master,,0.0,125.0,0,Personal Auto,SUV,900.0
Oregon,Male,Bachelor,,18608.0,71.0,0,Corporate Auto,Four-Door Car,340.8
California,Female,College,,83758.0,64.0,0,Corporate Auto,Two-Door Car,106.591949
Nevada,Female,Master,,22886.0,65.0,0,Personal Auto,Four-Door Car,312.0
California,Female,High School or Below,,11828.0,90.0,0,Personal Auto,Four-Door Car,571.479602
California,Female,College,,44762.0,62.0,0,Corporate Auto,Four-Door Car,114.51444
Nevada,Female,Bachelor,,0.0,175.0,0,Personal Auto,SUV,1221.143438
Arizona,Male,Bachelor,,82664.0,114.0,3,Corporate Auto,SUV,133.425609
Oregon,Male,High School or Below,,0.0,108.0,0,Personal Auto,Four-Door Car,777.6
Arizona,Male,Bachelor,,0.0,63.0,0,Personal Auto,Four-Door Car,302.4
Washington,Female,College,,84978.0,72.0,1,Corporate Auto,Four-Door Car,166.77296
California,Male,Doctor,,24164.0,137.0,0,Corporate Auto,Sports Car,657.6
California,Female,College,,0.0,80.0,0,Personal Auto,Four-Door Car,488.910614
Washington,Male,High School or Below,,62777.0,67.0,0,Personal Auto,Two-Door Car,101.288069
Arizona,Female,Bachelor,,19864.0,63.0,0,Personal Auto,Four-Door Car,352.394515
Arizona,Male,Bachelor,,44428.0,104.0,0,Personal Auto,SUV,499.2
California,Female,Bachelor,,21139.0,113.0,0,Personal Auto,Sports Car,656.798232
California,Male,College,,0.0,88.0,0,Personal Auto,Four-Door Car,851.146266
California,Female,Bachelor,,11896.0,69.0,0,Personal Auto,Two-Door Car,476.254583
Oregon,Male,Bachelor,,0.0,73.0,1,Personal Auto,Two-Door Car,350.4
California,Male,High School or Below,,27972.0,61.0,0,Personal Auto,Four-Door Car,292.8
California,Male,Doctor,,0.0,62.0,0,Personal Auto,Four-Door Car,624.711448
Oregon,Female,High School or Below,,38399.0,106.0,0,Personal Auto,SUV,368.890904
Arizona,Female,High School or Below,,20868.0,63.0,0,Personal Auto,Four-Door Car,134.629643
Oregon,Male,Bachelor,,49682.0,101.0,0,Personal Auto,SUV,198.84453
California,Female,Bachelor,,79090.0,107.0,0,Personal Auto,SUV,289.040734
Oregon,Female,High School or Below,,81850.0,132.0,0,Personal Auto,Sports Car,429.860895
Arizona,Male,High School or Below,,22906.0,76.0,0,Personal Auto,Four-Door Car,519.883102
Washington,Male,College,,0.0,83.0,1,Personal Auto,Four-Door Car,398.4
Washington,Male,Bachelor,,37138.0,83.0,2,Personal Auto,Two-Door Car,417.28389
Nevada,Female,Bachelor,,0.0,71.0,0,Personal Auto,Four-Door Car,511.2
Oregon,Female,College,,21024.0,82.0,1,Personal Auto,Two-Door Car,450.129276
California,Male,High School or Below,,0.0,103.0,0,Personal Auto,Four-Door Car,741.6
Oregon,Female,High School or Below,,77135.0,84.0,3,Personal Auto,Four-Door Car,98.372265
Washington,Male,College,,0.0,109.0,0,Personal Auto,Sports Car,718.700718
Arizona,Male,Bachelor,,0.0,114.0,0,Corporate Auto,SUV,820.8
Oregon,Female,Bachelor,,72845.0,108.0,0,Personal Auto,SUV,463.000336
Oregon,Female,High School or Below,,51622.0,74.0,0,Corporate Auto,Four-Door Car,355.2
Arizona,Male,Bachelor,,0.0,61.0,0,Special Auto,Two-Door Car,292.8
Oregon,Female,Bachelor,,15616.0,114.0,1,Personal Auto,SUV,547.2
Oregon,Female,High School or Below,,0.0,82.0,0,Personal Auto,Four-Door Car,590.4
Washington,Male,College,,23091.0,96.0,5,Corporate Auto,Four-Door Car,460.8
Oregon,Female,Bachelor,,0.0,67.0,3,Personal Auto,Two-Door Car,482.4
Arizona,Female,Bachelor,,22699.0,74.0,4,Personal Auto,Four-Door Car,355.2
Washington,Male,Bachelor,,14072.0,71.0,0,Personal Auto,Four-Door Car,511.2
California,Female,High School or Below,,81713.0,74.0,0,Personal Auto,Four-Door Car,332.224293
California,Female,Bachelor,,56516.0,199.0,0,Personal Auto,Luxury SUV,955.2
Oregon,Female,Bachelor,,0.0,73.0,0,Personal Auto,Four-Door Car,525.6
Arizona,Male,High School or Below,,26747.0,61.0,0,Corporate Auto,Four-Door Car,404.074203
Oregon,Female,College,,63422.0,66.0,0,Personal Auto,Four-Door Car,355.922452
California,Female,High School or Below,,22081.0,84.0,0,Personal Auto,Two-Door Car,451.670309
Oregon,Female,College,,0.0,180.0,0,Special Auto,Luxury SUV,1296.0
Oregon,Female,Bachelor,,29698.0,83.0,2,Personal Auto,Four-Door Car,215.884804
California,Female,College,,24518.0,74.0,0,Personal Auto,Two-Door Car,241.656325
Arizona,Male,College,,62873.0,81.0,0,Special Auto,Four-Door Car,207.75186
California,Male,Master,,28377.0,94.0,0,Personal Auto,Four-Door Car,451.2
Oregon,Male,College,,21102.0,100.0,0,Personal Auto,SUV,480.0
Oregon,Male,Bachelor,,0.0,65.0,2,Personal Auto,Two-Door Car,312.0
Nevada,Female,High School or Below,,0.0,88.0,0,Personal Auto,Four-Door Car,539.280951
California,Male,Bachelor,,81410.0,119.0,0,Personal Auto,SUV,221.188327
Oregon,Female,High School or Below,,27869.0,67.0,0,Personal Auto,Two-Door Car,482.4
Arizona,Male,High School or Below,,57449.0,103.0,0,Personal Auto,Four-Door Car,494.4
Oregon,Male,High School or Below,,40901.0,74.0,0,Corporate Auto,Four-Door Car,13.628274
Nevada,Male,High School or Below,,88701.0,99.0,0,Personal Auto,Two-Door Car,171.830049
California,Female,Master,,29365.0,137.0,0,Personal Auto,Sports Car,657.6
California,Female,College,,0.0,82.0,0,Personal Auto,Four-Door Car,393.6
Arizona,Female,Bachelor,,0.0,103.0,0,Personal Auto,SUV,1060.310769
Oregon,Female,Bachelor,,56455.0,73.0,2,Personal Auto,Four-Door Car,350.4
California,Male,Bachelor,,35095.0,73.0,0,Special Auto,Two-Door Car,525.6
Oregon,Female,High School or Below,,0.0,155.0,1,Corporate Auto,Sports Car,1116.0
Oregon,Female,College,,94903.0,94.0,0,Special Auto,Two-Door Car,451.2
Washington,Male,Doctor,,80192.0,67.0,0,Personal Auto,Four-Door Car,95.193157
Oregon,Male,Master,,0.0,122.0,0,Personal Auto,SUV,827.786203
California,Male,Master,,60244.0,83.0,3,Corporate Auto,Four-Door Car,326.281835
Arizona,Female,College,,52735.0,65.0,0,Personal Auto,Four-Door Car,123.512596
Arizona,Female,High School or Below,,78275.0,72.0,0,Personal Auto,Two-Door Car,25.336642
Oregon,Female,Bachelor,,77282.0,102.0,0,Corporate Auto,Four-Door Car,489.6
California,Female,College,,21604.0,79.0,0,Personal Auto,Four-Door Car,379.2
Arizona,Female,High School or Below,,51962.0,125.0,4,Personal Auto,Sports Car,788.206874
Oregon,Female,Bachelor,,0.0,68.0,0,Corporate Auto,Four-Door Car,489.6
California,Female,Doctor,,56362.0,197.0,1,Personal Auto,Luxury SUV,945.6
Arizona,Male,College,,85753.0,66.0,1,Special Auto,Four-Door Car,316.8
Arizona,Female,High School or Below,,36167.0,76.0,3,Personal Auto,Two-Door Car,364.8
Oregon,Female,Master,,68568.0,223.0,1,Personal Auto,Luxury Car,1070.4
California,Female,College,,35482.0,129.0,0,Personal Auto,SUV,619.2
Washington,Male,High School or Below,,92079.0,65.0,1,Corporate Auto,Four-Door Car,114.798771
Oregon,Male,Bachelor,,0.0,77.0,0,Personal Auto,Two-Door Car,554.4
California,Male,College,,0.0,165.0,2,Personal Auto,SUV,1188.0
California,Female,Bachelor,,34558.0,113.0,0,Personal Auto,SUV,376.529086
Nevada,Male,Master,,14775.0,69.0,0,Personal Auto,Four-Door Car,170.939409
California,Male,High School or Below,,35637.0,68.0,0,Personal Auto,Four-Door Car,326.4
Oregon,Male,Bachelor,,66726.0,97.0,1,Personal Auto,Two-Door Car,335.840529
California,Female,Bachelor,,0.0,72.0,0,Personal Auto,Four-Door Car,345.6
Oregon,Female,College,,0.0,96.0,0,Personal Auto,Four-Door Car,460.8
California,Female,Doctor,,79719.0,71.0,0,Personal Auto,Four-Door Car,425.924132
Arizona,Male,Bachelor,,25632.0,63.0,0,Corporate Auto,Two-Door Car,351.270869
Oregon,Female,College,,61108.0,89.0,0,Personal Auto,Four-Door Car,49.451117
California,Male,College,,0.0,137.0,0,Corporate Auto,SUV,657.6
Arizona,Female,College,,21073.0,106.0,1,Personal Auto,SUV,508.8
Oregon,Male,Doctor,,17932.0,79.0,0,Personal Auto,Four-Door Car,379.2
Nevada,Male,High School or Below,,81082.0,73.0,0,Personal Auto,Four-Door Car,281.295903
Oregon,Female,High School or Below,,71684.0,66.0,0,Personal Auto,Two-Door Car,196.065149
Oregon,Male,High School or Below,,57338.0,61.0,0,Personal Auto,Two-Door Car,292.8
Arizona,Male,College,,0.0,102.0,0,Personal Auto,SUV,489.6
Oregon,Male,College,,24409.0,62.0,0,Corporate Auto,Four-Door Car,297.6
California,Female,High School or Below,,83488.0,90.0,0,Personal Auto,Four-Door Car,432.784577
Washington,Male,High School or Below,,0.0,104.0,0,Corporate Auto,Two-Door Car,773.346065
California,Female,Master,,62537.0,71.0,1,Personal Auto,Two-Door Car,354.199664
Washington,Male,College,,10621.0,67.0,0,Personal Auto,Four-Door Car,321.6
Arizona,Female,Bachelor,,43478.0,80.0,0,Personal Auto,Four-Door Car,384.0
Oregon,Female,Bachelor,,46503.0,215.0,1,Corporate Auto,Luxury SUV,1032.0
Oregon,Female,High School or Below,,27179.0,66.0,0,Personal Auto,Four-Door Car,344.201601
California,Female,College,,62229.0,70.0,0,Personal Auto,Two-Door Car,336.0
Arizona,Female,Bachelor,,0.0,92.0,1,Personal Auto,Two-Door Car,441.6
Oregon,Male,College,,67060.0,126.0,4,Personal Auto,SUV,339.000467
Oregon,Female,College,,13663.0,97.0,0,Personal Auto,Four-Door Car,465.6
California,Female,High School or Below,,0.0,63.0,0,Personal Auto,Four-Door Car,453.6
Arizona,Female,Bachelor,,0.0,99.0,1,Corporate Auto,Four-Door Car,699.67536
California,Female,Bachelor,,97745.0,113.0,0,Personal Auto,Sports Car,695.136477
Oregon,Female,High School or Below,,26026.0,116.0,1,Personal Auto,Two-Door Car,283.670312
California,Female,College,,72794.0,164.0,1,Personal Auto,SUV,50.454459
Oregon,Female,College,,47730.0,91.0,0,Personal Auto,Four-Door Car,219.440024
Arizona,Male,College,,0.0,122.0,0,Personal Auto,SUV,725.870693
Washington,Female,Bachelor,,0.0,72.0,0,Personal Auto,Four-Door Car,345.6
Oregon,Female,Bachelor,,0.0,70.0,0,Personal Auto,Four-Door Car,336.0
Oregon,Female,Doctor,,97785.0,73.0,0,Personal Auto,Two-Door Car,236.614219
California,Female,High School or Below,,0.0,66.0,0,Personal Auto,Four-Door Car,712.309237
Washington,Male,Doctor,,30817.0,88.0,0,Corporate Auto,Four-Door Car,91.834668
California,Female,College,,64502.0,70.0,0,Personal Auto,Two-Door Car,39.336222
California,Male,Bachelor,,30335.0,87.0,0,Corporate Auto,Four-Door Car,326.132867
Oregon,Male,Master,,21020.0,80.0,0,Corporate Auto,Four-Door Car,178.371281
California,Female,College,,84574.0,70.0,0,Special Auto,Four-Door Car,167.459769
Washington,Female,Bachelor,,0.0,84.0,0,Personal Auto,Two-Door Car,700.725788
Oregon,Female,Master,,0.0,93.0,0,Personal Auto,Four-Door Car,436.143226
Oregon,Female,High School or Below,,11828.0,90.0,0,Corporate Auto,Four-Door Car,571.479602
Arizona,Female,College,,54889.0,63.0,0,Personal Auto,Four-Door Car,302.4
Oregon,Female,College,,89918.0,105.0,0,Personal Auto,SUV,367.230882
California,Male,Bachelor,,87002.0,110.0,0,Personal Auto,Two-Door Car,199.851173
Oregon,Male,High School or Below,,55687.0,276.0,0,Corporate Auto,Luxury SUV,1324.8
Oregon,Male,Bachelor,,17103.0,87.0,0,Personal Auto,Two-Door Car,417.6
Arizona,Female,College,,0.0,70.0,5,Personal Auto,Two-Door Car,702.020904
Arizona,Male,College,,28441.0,73.0,0,Special Auto,Two-Door Car,686.020135
Oregon,Male,Bachelor,,91212.0,69.0,0,Personal Auto,Two-Door Car,270.311239
Arizona,Female,Bachelor,,66325.0,117.0,0,Corporate Auto,SUV,497.719213
Oregon,Female,Doctor,,67895.0,101.0,4,Personal Auto,Four-Door Car,403.937672
Arizona,Female,Master,,29550.0,114.0,1,Corporate Auto,Two-Door Car,118.750512
Arizona,Male,College,,10275.0,97.0,0,Personal Auto,Four-Door Car,465.6
Nevada,Male,College,,61725.0,106.0,0,Personal Auto,Four-Door Car,508.8
California,Male,College,,28215.0,65.0,0,Corporate Auto,Two-Door Car,468.0
Arizona,Female,College,,10563.0,121.0,0,Corporate Auto,SUV,109.814874
California,Male,Bachelor,,0.0,62.0,0,Personal Auto,Two-Door Car,722.432062
California,Male,College,,99722.0,61.0,0,Personal Auto,Four-Door Car,292.8
Washington,Male,Master,,16224.0,93.0,0,Corporate Auto,Four-Door Car,498.452698
Washington,Female,Bachelor,,72096.0,64.0,0,Personal Auto,Two-Door Car,252.330905
Nevada,Male,Bachelor,,63800.0,113.0,0,Personal Auto,SUV,542.4
Arizona,Male,High School or Below,,55687.0,276.0,0,Personal Auto,Luxury SUV,1324.8
California,Male,High School or Below,,0.0,89.0,1,Personal Auto,Four-Door Car,640.8
California,Male,Bachelor,,0.0,61.0,0,Personal Auto,Two-Door Car,351.85681
California,Male,College,,29598.0,87.0,0,Personal Auto,Two-Door Car,150.926696
California,Male,Bachelor,,22907.0,180.0,2,Personal Auto,Luxury SUV,49.18776
Oregon,Male,Bachelor,,22697.0,186.0,1,Corporate Auto,Luxury SUV,892.8
California,Male,Bachelor,,70174.0,64.0,0,Personal Auto,Four-Door Car,128.90032
California,Female,High School or Below,,85378.0,107.0,0,Corporate Auto,SUV,513.6
Nevada,Female,High School or Below,,31477.0,94.0,0,Special Auto,Four-Door Car,146.950756
Nevada,Male,College,,66429.0,136.0,0,Personal Auto,Sports Car,57.712985
California,Male,High School or Below,,0.0,90.0,0,Personal Auto,Four-Door Car,900.242038
Nevada,Female,High School or Below,,0.0,65.0,0,Personal Auto,Four-Door Car,655.489027
Oregon,Female,Bachelor,,0.0,172.0,0,Corporate Auto,SUV,141.460349
California,Male,Bachelor,,74217.0,100.0,0,Personal Auto,SUV,418.005524
Nevada,Male,High School or Below,,46298.0,88.0,3,Corporate Auto,Four-Door Car,128.292466
Oregon,Female,College,,0.0,135.0,0,Personal Auto,SUV,648.0
Washington,Female,High School or Below,,43860.0,65.0,0,Corporate Auto,Four-Door Car,156.124914
Arizona,Female,College,,0.0,69.0,0,Personal Auto,Four-Door Car,331.2
Arizona,Male,College,,48029.0,61.0,0,Corporate Auto,Four-Door Car,292.8
Washington,Female,College,,86830.0,123.0,0,Personal Auto,SUV,480.533246
Arizona,Female,College,,0.0,77.0,0,Personal Auto,Two-Door Car,509.100577
Nevada,Female,High School or Below,,40706.0,71.0,0,Personal Auto,Four-Door Car,166.123172
